Orthogroup	BA7	BDBR229	CFB2957	GMI1000_2	K60	MOLK2	GMI1000	PSI07	PSS4	R24	RUN2340	UW551
OG0004224				RSGMI1000_00979	RSK60_00081, RSK60_02739, RSK60_03857		RSc0962		RSPSS4_00983	RSR24_02534		RSUW551_01917
OG0004415				RSGMI1000_00980	RSK60_00080, RSK60_03856		RSc0963		RSPSS4_00984	RSR24_02533		RSUW551_01916
OG0004661				RSGMI1000_00982	RSK60_00078, RSK60_03854		RSc0964		RSPSS4_00986			RSUW551_01914
OG0005044				RSGMI1000_00983	RSK60_03853		RSc0965		RSPSS4_00987	RSR24_02531		
OG0004662				RSGMI1000_00984	RSK60_00077, RSK60_03852		RSc0966		RSPSS4_00988			RSUW551_01913
OG0003842				RSGMI1000_00985	RSK60_00076, RSK60_02743, RSK60_03851	RSMOLK2_02688	RSc0967	RSPSI07_00264	RSPSS4_00989	RSR24_02529		RSUW551_01912
OG0000805		RSBDBR229_04344	RSCFB2957_01835	RSGMI1000_00986, RSGMI1000_01924	RSK60_00073, RSK60_00074, RSK60_00750, RSK60_03850		RSc0968, RSc1494, RSc1871	RSPSI07_01453	RSPSS4_00990, RSPSS4_02027			RSUW551_01069, RSUW551_01911
OG0001276	RSBA7_00944	RSBDBR229_04219	RSCFB2957_00896	RSGMI1000_00988	RSK60_00748	RSMOLK2_04267	RSc0969, RSc0970	RSPSI07_02341	RSPSS4_00992	RSR24_00969	RSRUN2340_02259	RSUW551_01909
OG0002504	RSBA7_00945	RSBDBR229_04218	RSCFB2957_00897	RSGMI1000_00989	RSK60_00747	RSMOLK2_04266	RSc0971	RSPSI07_02340	RSPSS4_00993	RSR24_00970	RSRUN2340_02258	RSUW551_01908
OG0001323	RSBA7_00946	RSBDBR229_04217	RSCFB2957_00898	RSGMI1000_00990	RSK60_00746	RSMOLK2_04265	RSc0972	RSPSI07_02339	RSPSS4_00994	RSR24_00971	RSRUN2340_02257	RSUW551_01907
OG0002957	RSBA7_00948	RSBDBR229_04215	RSCFB2957_00900	RSGMI1000_00992	RSK60_00744	RSMOLK2_04263	RSc0974	RSPSI07_02337	RSPSS4_00996	RSR24_00973	RSRUN2340_02254	RSUW551_01905
OG0001081	RSBA7_00949	RSBDBR229_04214	RSCFB2957_00901	RSGMI1000_00993	RSK60_00743	RSMOLK2_04262	RSc0975	RSPSI07_02336	RSPSS4_00997	RSR24_00974	RSRUN2340_02253	RSUW551_01904
OG0001080	RSBA7_00951	RSBDBR229_04213	RSCFB2957_00903	RSGMI1000_00994	RSK60_00740	RSMOLK2_04260	RSc0976	RSPSI07_02335	RSPSS4_00998	RSR24_00975	RSRUN2340_02252	RSUW551_01902
OG0000113	RSBA7_00952	RSBDBR229_04212	RSCFB2957_00904	RSGMI1000_00995, RSGMI1000_02338	RSK60_00739, RSK60_02917	RSMOLK2_02989, RSMOLK2_04259	RSc0977, RSc2291	RSPSI07_01767, RSPSI07_02334	RSPSS4_00999, RSPSS4_02440	RSR24_00976, RSR24_04219	RSRUN2340_00039, RSRUN2340_00913, RSRUN2340_02251	RSUW551_01901
OG0001079	RSBA7_00953	RSBDBR229_04211	RSCFB2957_00905	RSGMI1000_00996	RSK60_00738	RSMOLK2_04258	RSc0978	RSPSI07_02333	RSPSS4_01000	RSR24_00977	RSRUN2340_02250	RSUW551_01900
OG0002958	RSBA7_00954	RSBDBR229_04210	RSCFB2957_00906	RSGMI1000_00997	RSK60_00737	RSMOLK2_04257	RSc0979	RSPSI07_02332	RSPSS4_01001	RSR24_00978	RSRUN2340_02249	RSUW551_01899
OG0002959	RSBA7_00955	RSBDBR229_04209	RSCFB2957_00907	RSGMI1000_00998	RSK60_00736	RSMOLK2_04256	RSc0980	RSPSI07_02331	RSPSS4_01002	RSR24_00979	RSRUN2340_02248	RSUW551_01898
OG0000222	RSBA7_00956	RSBDBR229_04207	RSCFB2957_00908	RSGMI1000_00999	RSK60_00735	RSMOLK2_04255	RSc0981	RSPSI07_02327	RSPSS4_01003	RSR24_00980	RSRUN2340_02247	RSUW551_01897
OG0002960	RSBA7_00958	RSBDBR229_04205	RSCFB2957_00910	RSGMI1000_01000	RSK60_00733	RSMOLK2_04253	RSc0982	RSPSI07_02325	RSPSS4_01004	RSR24_00982	RSRUN2340_02246	RSUW551_01895
OG0002961	RSBA7_00959	RSBDBR229_04204	RSCFB2957_00911	RSGMI1000_01001	RSK60_00732	RSMOLK2_04251	RSc0983	RSPSI07_02324	RSPSS4_01005	RSR24_00983	RSRUN2340_02245	RSUW551_01893
OG0002198	RSBA7_00960	RSBDBR229_04203	RSCFB2957_00913	RSGMI1000_01002	RSK60_00731	RSMOLK2_04250	RSc0984	RSPSI07_02323	RSPSS4_01006	RSR24_00984	RSRUN2340_02244	RSUW551_01892
OG0001465	RSBA7_00961	RSBDBR229_04202	RSCFB2957_00914	RSGMI1000_01003	RSK60_00730	RSMOLK2_04249	RSc0985	RSPSI07_02322	RSPSS4_01007	RSR24_00985	RSRUN2340_02243	RSUW551_01891
OG0000986	RSBA7_00962	RSBDBR229_04201	RSCFB2957_00915	RSGMI1000_01004	RSK60_00729	RSMOLK2_04248	RSc0986	RSPSI07_02321	RSPSS4_01008	RSR24_00986	RSRUN2340_02242	RSUW551_01890
OG0001464	RSBA7_00963	RSBDBR229_04200	RSCFB2957_00916	RSGMI1000_01005	RSK60_00728	RSMOLK2_04247	RSc0987	RSPSI07_02319, RSPSI07_02320	RSPSS4_01009	RSR24_00987	RSRUN2340_02241	RSUW551_01889
OG0002811	RSBA7_00964	RSBDBR229_04199	RSCFB2957_00917	RSGMI1000_01006		RSMOLK2_04246	RSc0988	RSPSI07_02318	RSPSS4_01010	RSR24_00988	RSRUN2340_02240	RSUW551_01888
OG0001326	RSBA7_00965	RSBDBR229_04198	RSCFB2957_00918	RSGMI1000_01007	RSK60_00727	RSMOLK2_04245	RSc0989	RSPSI07_02317	RSPSS4_01011	RSR24_00989	RSRUN2340_02239	RSUW551_01887
OG0001078	RSBA7_00966	RSBDBR229_04197	RSCFB2957_00919	RSGMI1000_01008	RSK60_00726	RSMOLK2_04244	RSc0990	RSPSI07_02316	RSPSS4_01012	RSR24_00990	RSRUN2340_02238	RSUW551_01886
OG0000541	RSBA7_00967	RSBDBR229_04196	RSCFB2957_00920	RSGMI1000_01009	RSK60_00725	RSMOLK2_04231, RSMOLK2_04242	RSc0991	RSPSI07_02315	RSPSS4_01013	RSR24_00991, RSR24_00993, RSR24_01024	RSRUN2340_02231, RSRUN2340_02237	RSUW551_01885
OG0004014		RSBDBR229_04195		RSGMI1000_01010		RSMOLK2_04230	RSc0992	RSPSI07_02314	RSPSS4_01014	RSR24_01025	RSRUN2340_02230	RSUW551_01884
OG0004013		RSBDBR229_04194		RSGMI1000_01011		RSMOLK2_04229	RSc0993	RSPSI07_02313	RSPSS4_01015	RSR24_01026	RSRUN2340_02229	RSUW551_01883
OG0002196	RSBA7_00968	RSBDBR229_04193	RSCFB2957_00921	RSGMI1000_01012	RSK60_00724	RSMOLK2_04228	RSc0994	RSPSI07_02312	RSPSS4_01016	RSR24_01027	RSRUN2340_02228	RSUW551_01882
OG0002195	RSBA7_00969	RSBDBR229_04192	RSCFB2957_00922	RSGMI1000_01013	RSK60_00723	RSMOLK2_04227	RSc0995	RSPSI07_02311	RSPSS4_01017	RSR24_01028	RSRUN2340_02227	RSUW551_01881
OG0001943	RSBA7_00970	RSBDBR229_04191	RSCFB2957_00923	RSGMI1000_01014	RSK60_00722	RSMOLK2_04226	RSc0996	RSPSI07_02310	RSPSS4_01018	RSR24_01029	RSRUN2340_02226	RSUW551_01880
OG0001387	RSBA7_00971	RSBDBR229_04190	RSCFB2957_00924	RSGMI1000_01015	RSK60_00721	RSMOLK2_04225	RSc0997	RSPSI07_02309	RSPSS4_01019	RSR24_01030	RSRUN2340_02225	RSUW551_01879
OG0001944	RSBA7_00972	RSBDBR229_04189	RSCFB2957_00925	RSGMI1000_01016	RSK60_00720	RSMOLK2_04224	RSc0998	RSPSI07_02308	RSPSS4_01020	RSR24_01031	RSRUN2340_02224	RSUW551_01878
OG0001388	RSBA7_00973	RSBDBR229_04188	RSCFB2957_00926	RSGMI1000_01017	RSK60_00719	RSMOLK2_04223	RSc0999	RSPSI07_02307	RSPSS4_01021	RSR24_01032	RSRUN2340_02223	RSUW551_01877
OG0001945	RSBA7_00974	RSBDBR229_04187	RSCFB2957_00927	RSGMI1000_01018	RSK60_00718	RSMOLK2_04222	RSc1000	RSPSI07_02306	RSPSS4_01022	RSR24_01033	RSRUN2340_02222	RSUW551_01876
OG0001952	RSBA7_00975	RSBDBR229_04186	RSCFB2957_00928	RSGMI1000_01019	RSK60_00717	RSMOLK2_04221	RSc1001	RSPSI07_02305	RSPSS4_01023	RSR24_01034	RSRUN2340_02221	RSUW551_01875
OG0001953	RSBA7_00976	RSBDBR229_04185	RSCFB2957_00929	RSGMI1000_01020	RSK60_00716	RSMOLK2_04220	RSc1002	RSPSI07_02304	RSPSS4_01024	RSR24_01035	RSRUN2340_02220	RSUW551_01874
OG0002962	RSBA7_00977	RSBDBR229_04184	RSCFB2957_00930	RSGMI1000_01021	RSK60_00715	RSMOLK2_04219	RSc1003	RSPSI07_02303	RSPSS4_01025	RSR24_01036	RSRUN2340_02219	RSUW551_01873
OG0000718	RSBA7_00978	RSBDBR229_04183	RSCFB2957_00931	RSGMI1000_01022	RSK60_00714	RSMOLK2_04218	RSc1004	RSPSI07_02302, RSPSI07_03755	RSPSS4_01026	RSR24_01037	RSRUN2340_02218	RSUW551_01872
OG0000942	RSBA7_00979	RSBDBR229_04182	RSCFB2957_00932	RSGMI1000_01023	RSK60_00713	RSMOLK2_04217	RSc1005	RSPSI07_02301	RSPSS4_01027	RSR24_01038	RSRUN2340_02217	RSUW551_01871
OG0000943	RSBA7_00980	RSBDBR229_04181	RSCFB2957_00933	RSGMI1000_01024	RSK60_00712	RSMOLK2_04216	RSc1006	RSPSI07_02300	RSPSS4_01028	RSR24_01039	RSRUN2340_02216	RSUW551_01870
OG0001374	RSBA7_00981	RSBDBR229_04180	RSCFB2957_00934	RSGMI1000_01025	RSK60_00711	RSMOLK2_04215	RSc1007	RSPSI07_02299	RSPSS4_01029	RSR24_01040	RSRUN2340_02215	RSUW551_01869
OG0001391	RSBA7_00982	RSBDBR229_04179	RSCFB2957_00935	RSGMI1000_01026	RSK60_00710	RSMOLK2_04214	RSc1008	RSPSI07_02298	RSPSS4_01030	RSR24_01041	RSRUN2340_02214	RSUW551_01868
OG0000086	RSBA7_00983	RSBDBR229_04178	RSCFB2957_00936	RSGMI1000_01028	RSK60_00709	RSMOLK2_04213	RSc1010	RSPSI07_02297	RSPSS4_01032	RSR24_00442, RSR24_01042	RSRUN2340_02213	RSUW551_01867
OG0000944	RSBA7_00984	RSBDBR229_04177	RSCFB2957_00937	RSGMI1000_01029	RSK60_00708	RSMOLK2_04212	RSc1011	RSPSI07_02296	RSPSS4_01033	RSR24_01043	RSRUN2340_02212	RSUW551_01866
OG0001954	RSBA7_00985	RSBDBR229_04176	RSCFB2957_00938	RSGMI1000_01030	RSK60_00707	RSMOLK2_04211	RSc1012	RSPSI07_02295	RSPSS4_01034	RSR24_01044	RSRUN2340_02211	RSUW551_01865
OG0000333	RSBA7_00986	RSBDBR229_04175	RSCFB2957_00939	RSGMI1000_01031	RSK60_00706	RSMOLK2_04210	RSc1013	RSPSI07_02294	RSPSS4_01035	RSR24_01045	RSRUN2340_02210	RSUW551_01864
OG0001621	RSBA7_00987	RSBDBR229_04174	RSCFB2957_00940	RSGMI1000_01032	RSK60_00705	RSMOLK2_04209	RSc1014	RSPSI07_02293	RSPSS4_01036	RSR24_01046	RSRUN2340_02209	RSUW551_01863
OG0002668	RSBA7_00988	RSBDBR229_04173	RSCFB2957_00941	RSGMI1000_01033	RSK60_00704	RSMOLK2_04208	RSc1015	RSPSI07_02292	RSPSS4_01037	RSR24_01047	RSRUN2340_02208	RSUW551_01862
OG0002666	RSBA7_00989	RSBDBR229_04172	RSCFB2957_00942	RSGMI1000_01034	RSK60_00703	RSMOLK2_04207	RSc1016	RSPSI07_02291	RSPSS4_01038	RSR24_01048	RSRUN2340_02207	RSUW551_01861
OG0002669	RSBA7_00990	RSBDBR229_04171	RSCFB2957_00943	RSGMI1000_01035	RSK60_00702	RSMOLK2_04206	RSc1017	RSPSI07_02290	RSPSS4_01039	RSR24_01049	RSRUN2340_02206	RSUW551_01860
OG0001955	RSBA7_00991	RSBDBR229_04170	RSCFB2957_00944	RSGMI1000_01036	RSK60_00701	RSMOLK2_04205	RSc1018	RSPSI07_02289	RSPSS4_01040	RSR24_01050	RSRUN2340_02205	RSUW551_01859
OG0000370	RSBA7_00992	RSBDBR229_04169	RSCFB2957_00945	RSGMI1000_01037	RSK60_00700	RSMOLK2_04204	RSc1019	RSPSI07_02288	RSPSS4_01041	RSR24_01051	RSRUN2340_02204	RSUW551_01858
OG0000945	RSBA7_00993	RSBDBR229_04168	RSCFB2957_00946	RSGMI1000_01038	RSK60_00699	RSMOLK2_04203	RSc1020	RSPSI07_02287	RSPSS4_01042	RSR24_01052	RSRUN2340_02202	RSUW551_01857
OG0000529	RSBA7_00994	RSBDBR229_04167	RSCFB2957_00947	RSGMI1000_01039	RSK60_00698	RSMOLK2_04202	RSc1021	RSPSI07_02286	RSPSS4_01043	RSR24_01053	RSRUN2340_02201	RSUW551_01856
OG0006571							RSc1022					
OG0001956	RSBA7_00995	RSBDBR229_04166	RSCFB2957_00948	RSGMI1000_01040	RSK60_00697	RSMOLK2_04201	RSc1023	RSPSI07_02285	RSPSS4_01044	RSR24_01054	RSRUN2340_02200	RSUW551_01855
OG0001957	RSBA7_00996	RSBDBR229_04165	RSCFB2957_00949	RSGMI1000_01041	RSK60_00696	RSMOLK2_04200	RSc1024	RSPSI07_02284	RSPSS4_01045	RSR24_01055	RSRUN2340_02199	RSUW551_01854
OG0001392	RSBA7_00997	RSBDBR229_04164	RSCFB2957_00950	RSGMI1000_01042	RSK60_00695	RSMOLK2_04199	RSc1025	RSPSI07_02283	RSPSS4_01046	RSR24_01056	RSRUN2340_02198	RSUW551_01853
OG0001958	RSBA7_00998	RSBDBR229_04163	RSCFB2957_00951	RSGMI1000_01043	RSK60_00694	RSMOLK2_04198	RSc1026	RSPSI07_02282	RSPSS4_01047	RSR24_01057	RSRUN2340_02197	RSUW551_01852
OG0001393	RSBA7_00999	RSBDBR229_04162	RSCFB2957_00952	RSGMI1000_01044	RSK60_00693	RSMOLK2_04197	RSc1027	RSPSI07_02281	RSPSS4_01048	RSR24_01058	RSRUN2340_02196	RSUW551_01850
OG0000303	RSBA7_01000	RSBDBR229_04161	RSCFB2957_00953	RSGMI1000_01045	RSK60_00692	RSMOLK2_04196	RSc1028	RSPSI07_02280	RSPSS4_01049	RSR24_01059	RSRUN2340_02195	RSUW551_01849
OG0001959	RSBA7_01001	RSBDBR229_04160	RSCFB2957_00954	RSGMI1000_01046	RSK60_00691	RSMOLK2_04195	RSc1029	RSPSI07_02279	RSPSS4_01050	RSR24_01060	RSRUN2340_02194	RSUW551_01848
OG0000946	RSBA7_01002	RSBDBR229_04159	RSCFB2957_00955	RSGMI1000_01047	RSK60_00690	RSMOLK2_04194	RSc1030	RSPSI07_02278	RSPSS4_01051	RSR24_01061	RSRUN2340_02193	RSUW551_01847
OG0000475	RSBA7_01003	RSBDBR229_04158	RSCFB2957_00956	RSGMI1000_01048	RSK60_00689	RSMOLK2_04193	RSc1031	RSPSI07_02277	RSPSS4_01052	RSR24_01062	RSRUN2340_02192	RSUW551_01846
OG0001461	RSBA7_01004	RSBDBR229_04157	RSCFB2957_00957	RSGMI1000_01049	RSK60_00688	RSMOLK2_04192	RSc1032	RSPSI07_02276	RSPSS4_01053	RSR24_01063	RSRUN2340_02191	RSUW551_01845
OG0002183	RSBA7_01005	RSBDBR229_04156	RSCFB2957_00958	RSGMI1000_01050	RSK60_00687	RSMOLK2_04191	RSc1033	RSPSI07_02275	RSPSS4_01054	RSR24_01064	RSRUN2340_02190	RSUW551_01844
OG0000087	RSBA7_01006, RSBA7_03849	RSBDBR229_04155	RSCFB2957_00959, RSCFB2957_04181	RSGMI1000_01051, RSGMI1000_04402	RSK60_00686	RSMOLK2_04190	RSc1034, RSp0945	RSPSI07_02274, RSPSI07_03831	RSPSS4_01055, RSPSS4_04101	RSR24_01065, RSR24_04039	RSRUN2340_02189, RSRUN2340_04464	RSUW551_01843, RSUW551_04302
OG0001075	RSBA7_01007	RSBDBR229_04154	RSCFB2957_00960	RSGMI1000_01052	RSK60_00685	RSMOLK2_04189	RSc1035	RSPSI07_02273	RSPSS4_01056	RSR24_01066	RSRUN2340_02188	RSUW551_01842
OG0002182	RSBA7_01008	RSBDBR229_04153	RSCFB2957_00961	RSGMI1000_01053	RSK60_00684	RSMOLK2_04188	RSc1036	RSPSI07_02272	RSPSS4_01057	RSR24_01067	RSRUN2340_02187	RSUW551_01841
OG0001460	RSBA7_01009	RSBDBR229_04152	RSCFB2957_00962	RSGMI1000_01054	RSK60_00683	RSMOLK2_04187	RSc1037	RSPSI07_02271	RSPSS4_01058	RSR24_01068	RSRUN2340_02186	RSUW551_01840
OG0001459	RSBA7_01010	RSBDBR229_04151	RSCFB2957_00963	RSGMI1000_01055	RSK60_00682	RSMOLK2_04186	RSc1038	RSPSI07_02270	RSPSS4_01059	RSR24_01069	RSRUN2340_02185	RSUW551_01839
OG0001074	RSBA7_01011	RSBDBR229_04150	RSCFB2957_00964	RSGMI1000_01056	RSK60_00681	RSMOLK2_04185	RSc1039	RSPSI07_02269	RSPSS4_01060	RSR24_01070	RSRUN2340_02184	RSUW551_01838
OG0001073	RSBA7_01012	RSBDBR229_04149	RSCFB2957_00965	RSGMI1000_01057	RSK60_00680	RSMOLK2_04184	RSc1040	RSPSI07_02268	RSPSS4_01061	RSR24_01071	RSRUN2340_02183	RSUW551_01837
OG0001072	RSBA7_01013	RSBDBR229_04148	RSCFB2957_00966	RSGMI1000_01058	RSK60_00679	RSMOLK2_04183	RSc1041	RSPSI07_02267	RSPSS4_01062	RSR24_01072	RSRUN2340_02182	RSUW551_01836
OG0002181	RSBA7_01014	RSBDBR229_04147	RSCFB2957_00967	RSGMI1000_01059	RSK60_00678	RSMOLK2_04182	RSc1042	RSPSI07_02266	RSPSS4_01063	RSR24_01073	RSRUN2340_02181	RSUW551_01835
OG0002180	RSBA7_01015	RSBDBR229_04146	RSCFB2957_00968	RSGMI1000_01060	RSK60_00677	RSMOLK2_04181	RSc1043	RSPSI07_02265	RSPSS4_01064	RSR24_01074	RSRUN2340_02180	RSUW551_01834
OG0002179	RSBA7_01016	RSBDBR229_04145	RSCFB2957_00969	RSGMI1000_01061	RSK60_00676	RSMOLK2_04180	RSc1044	RSPSI07_02264	RSPSS4_01065	RSR24_01075	RSRUN2340_02179	RSUW551_01833
OG0002178	RSBA7_01017	RSBDBR229_04144	RSCFB2957_00970	RSGMI1000_01062	RSK60_00675	RSMOLK2_04179	RSc1045	RSPSI07_02263	RSPSS4_01066	RSR24_01076	RSRUN2340_02178	RSUW551_01832
OG0001458	RSBA7_01018	RSBDBR229_04143	RSCFB2957_00971	RSGMI1000_01063	RSK60_00674	RSMOLK2_04178	RSc1046	RSPSI07_02262	RSPSS4_01067	RSR24_01077	RSRUN2340_02177	RSUW551_01831
OG0002177	RSBA7_01019	RSBDBR229_04142	RSCFB2957_00972	RSGMI1000_01064	RSK60_00673	RSMOLK2_04177	RSc1047	RSPSI07_02261	RSPSS4_01068	RSR24_01078	RSRUN2340_02176	RSUW551_01830
OG0001071	RSBA7_01020	RSBDBR229_04141	RSCFB2957_00973	RSGMI1000_01065	RSK60_00672	RSMOLK2_04176	RSc1048	RSPSI07_02260	RSPSS4_01069	RSR24_01079	RSRUN2340_02175	RSUW551_01829
OG0001070	RSBA7_01021	RSBDBR229_04140	RSCFB2957_00974	RSGMI1000_01066	RSK60_00671	RSMOLK2_04175	RSc1049	RSPSI07_02259	RSPSS4_01070	RSR24_01080	RSRUN2340_02174	RSUW551_01828
OG0000341	RSBA7_01022	RSBDBR229_04139	RSCFB2957_00975	RSGMI1000_01067	RSK60_00670	RSMOLK2_04174	RSc1050	RSPSI07_02258	RSPSS4_01071	RSR24_01081	RSRUN2340_02173	RSUW551_01827
OG0000233	RSBA7_01023	RSBDBR229_04138	RSCFB2957_00976	RSGMI1000_01068	RSK60_00669	RSMOLK2_04173	RSc1051	RSPSI07_02257	RSPSS4_01072	RSR24_01082	RSRUN2340_02172	RSUW551_01826
OG0000165	RSBA7_01024	RSBDBR229_04137	RSCFB2957_00977	RSGMI1000_01069	RSK60_00668	RSMOLK2_04172	RSc1052	RSPSI07_02256	RSPSS4_01073	RSR24_01083, RSR24_01540	RSRUN2340_02171	RSUW551_01825
OG0000395	RSBA7_01025	RSBDBR229_04136	RSCFB2957_00978	RSGMI1000_01070	RSK60_00667	RSMOLK2_04171	RSc1053	RSPSI07_02255	RSPSS4_01074	RSR24_01084	RSRUN2340_02170	RSUW551_01824
OG0000278	RSBA7_01026	RSBDBR229_04135	RSCFB2957_00979	RSGMI1000_01071	RSK60_00666	RSMOLK2_04170	RSc1054	RSPSI07_02254	RSPSS4_01075	RSR24_01085	RSRUN2340_02169	RSUW551_01823
OG0001069	RSBA7_01027	RSBDBR229_04134	RSCFB2957_00980	RSGMI1000_01072	RSK60_00665	RSMOLK2_04169	RSc1055	RSPSI07_02253	RSPSS4_01076	RSR24_01086	RSRUN2340_02168	RSUW551_01822
OG0002176	RSBA7_01028	RSBDBR229_04133	RSCFB2957_00981	RSGMI1000_01073	RSK60_00664	RSMOLK2_04168	RSc1056	RSPSI07_02252	RSPSS4_01077	RSR24_01087	RSRUN2340_02167	RSUW551_01821
OG0002175	RSBA7_01029	RSBDBR229_04132	RSCFB2957_00982	RSGMI1000_01074	RSK60_00663	RSMOLK2_04167	RSc1057	RSPSI07_02251	RSPSS4_01078	RSR24_01088	RSRUN2340_02166	RSUW551_01820
OG0001068	RSBA7_01030	RSBDBR229_04131	RSCFB2957_00983	RSGMI1000_01075	RSK60_00662	RSMOLK2_04166	RSc1058	RSPSI07_02250	RSPSS4_01079	RSR24_01089	RSRUN2340_02165	RSUW551_01819
OG0002174	RSBA7_01031	RSBDBR229_04130	RSCFB2957_00984	RSGMI1000_01076	RSK60_00661	RSMOLK2_04165	RSc1059	RSPSI07_02249	RSPSS4_01080	RSR24_01090	RSRUN2340_02164	RSUW551_01818
OG0001067	RSBA7_01032	RSBDBR229_04129	RSCFB2957_00985	RSGMI1000_01077	RSK60_00660	RSMOLK2_04164	RSc1060	RSPSI07_02248	RSPSS4_01081	RSR24_01091	RSRUN2340_02163	RSUW551_01817
OG0001066	RSBA7_01033	RSBDBR229_04128	RSCFB2957_00986	RSGMI1000_01078	RSK60_00659	RSMOLK2_04163	RSc1061	RSPSI07_02247	RSPSS4_01082	RSR24_01092	RSRUN2340_02162	RSUW551_01816
OG0002173	RSBA7_01034	RSBDBR229_04127	RSCFB2957_00987	RSGMI1000_01079	RSK60_00658	RSMOLK2_04162	RSc1062	RSPSI07_02246	RSPSS4_01083	RSR24_01093	RSRUN2340_02161	RSUW551_01815
OG0001065	RSBA7_01035	RSBDBR229_04126	RSCFB2957_00988	RSGMI1000_01080	RSK60_00657	RSMOLK2_04161	RSc1063	RSPSI07_02245	RSPSS4_01084	RSR24_01094	RSRUN2340_02160	RSUW551_01814
OG0001064	RSBA7_01036	RSBDBR229_04125	RSCFB2957_00989	RSGMI1000_01081	RSK60_00656	RSMOLK2_04160	RSc1064	RSPSI07_02244	RSPSS4_01085	RSR24_01095	RSRUN2340_02159	RSUW551_01813
OG0002172	RSBA7_01037	RSBDBR229_04124	RSCFB2957_00990	RSGMI1000_01082	RSK60_00655	RSMOLK2_04159	RSc1065	RSPSI07_02243	RSPSS4_01086	RSR24_01096	RSRUN2340_02158	RSUW551_01812
OG0000538	RSBA7_01038	RSBDBR229_04123	RSCFB2957_00991	RSGMI1000_01083	RSK60_00654	RSMOLK2_04158	RSc1066	RSPSI07_02242	RSPSS4_01087	RSR24_01097	RSRUN2340_02157	RSUW551_01811
OG0002171	RSBA7_01039	RSBDBR229_04122	RSCFB2957_00992	RSGMI1000_01084	RSK60_00653	RSMOLK2_04157	RSc1067	RSPSI07_02241	RSPSS4_01088	RSR24_01098	RSRUN2340_02156	RSUW551_01810
OG0000394	RSBA7_01040	RSBDBR229_04121	RSCFB2957_00993	RSGMI1000_01085	RSK60_00652	RSMOLK2_04156	RSc1068	RSPSI07_02240	RSPSS4_01089	RSR24_01099	RSRUN2340_02155	RSUW551_01809
OG0002170	RSBA7_01041	RSBDBR229_04120	RSCFB2957_00994	RSGMI1000_01086	RSK60_00651	RSMOLK2_04155	RSc1069	RSPSI07_02239	RSPSS4_01090	RSR24_01100	RSRUN2340_02154	RSUW551_01808
OG0002169	RSBA7_01042	RSBDBR229_04119	RSCFB2957_00995	RSGMI1000_01087	RSK60_00650	RSMOLK2_04154	RSc1070	RSPSI07_02238	RSPSS4_01091	RSR24_01101	RSRUN2340_02151	RSUW551_01807
OG0001063	RSBA7_01043	RSBDBR229_04118	RSCFB2957_00996	RSGMI1000_01088	RSK60_00649	RSMOLK2_04153	RSc1071	RSPSI07_02237	RSPSS4_01092	RSR24_01102	RSRUN2340_02150	RSUW551_01806
OG0000230	RSBA7_01044	RSBDBR229_04117	RSCFB2957_00997	RSGMI1000_01089	RSK60_00648	RSMOLK2_04152	RSc1072	RSPSI07_02236	RSPSS4_01093	RSR24_01103	RSRUN2340_02149	RSUW551_01805
OG0000827	RSBA7_01049	RSBDBR229_04113	RSCFB2957_01002	RSGMI1000_01093	RSK60_00644	RSMOLK2_04147	RSc1073	RSPSI07_02232	RSPSS4_01097	RSR24_01107	RSRUN2340_02145	RSUW551_01800
OG0002627	RSBA7_01050	RSBDBR229_04112	RSCFB2957_01003	RSGMI1000_01094	RSK60_00643	RSMOLK2_04146	RSc1074	RSPSI07_02231	RSPSS4_01098	RSR24_01108	RSRUN2340_02144	RSUW551_01799
OG0002626	RSBA7_01051	RSBDBR229_04111	RSCFB2957_01004	RSGMI1000_01095	RSK60_00642	RSMOLK2_04145	RSc1075	RSPSI07_02230	RSPSS4_01099	RSR24_01109	RSRUN2340_02143	RSUW551_01798
OG0002963	RSBA7_01052	RSBDBR229_04110	RSCFB2957_01005	RSGMI1000_01096	RSK60_00641	RSMOLK2_04144	RSc1076	RSPSI07_02229	RSPSS4_01100	RSR24_01110	RSRUN2340_02142	RSUW551_01797
OG0001600	RSBA7_01053	RSBDBR229_04109	RSCFB2957_01006	RSGMI1000_01097	RSK60_00640	RSMOLK2_04143	RSc1077	RSPSI07_02228	RSPSS4_01101	RSR24_01111	RSRUN2340_02141	RSUW551_01796
OG0002480	RSBA7_01054	RSBDBR229_04108	RSCFB2957_01007	RSGMI1000_01098	RSK60_00639	RSMOLK2_04142	RSc1078	RSPSI07_02227	RSPSS4_01102	RSR24_01112	RSRUN2340_02140	RSUW551_01795
OG0000240	RSBA7_01055	RSBDBR229_04107	RSCFB2957_01008	RSGMI1000_01099	RSK60_00638	RSMOLK2_04141	RSc1079	RSPSI07_02226	RSPSS4_01103	RSR24_01113	RSRUN2340_02139	RSUW551_01794
OG0000159	RSBA7_03949	RSBDBR229_03477, RSBDBR229_04106	RSCFB2957_04087	RSGMI1000_01100, RSGMI1000_04294	RSK60_04336	RSMOLK2_01303, RSMOLK2_04140	RSc1080, RSp0834	RSPSI07_02225, RSPSI07_03969	RSPSS4_01104, RSPSS4_04211	RSR24_04102	RSRUN2340_02138, RSRUN2340_04280	RSUW551_01793, RSUW551_04223
