XOO1903	RSGMI1000_01480
XOO0070	RSGMI1000_03947
XOO0070	RSGMI1000_04764
XOO3584	RSGMI1000_03076
XOO3585	RSGMI1000_03077
XOO0075	RSGMI1000_04313
XOO2252	RSGMI1000_04792
XOO2252	RSGMI1000_03280
XOO2252	RSGMI1000_03604
XOO2252	RSGMI1000_03258
XOO2252	RSGMI1000_04765
XOO2252	RSGMI1000_01027
XOO2252	RSGMI1000_00212
XOO2252	RSGMI1000_03411
XOO3580	RSGMI1000_03073
XOO0073	RSGMI1000_03629
XOO0073	RSGMI1000_04791
XOO0073	RSGMI1000_04818
XOO0073	RSGMI1000_04594
XOO0073	RSGMI1000_03603
XOO0073	RSGMI1000_03947
XOO0073	RSGMI1000_04764
XOO3581	RSGMI1000_03074
XOO2258	RSGMI1000_03006
XOO2256	RSGMI1000_03008
XOO3102	RSGMI1000_02471
XOO3587	RSGMI1000_03099
XOO3587	RSGMI1000_03078
XOO3588	RSGMI1000_04264
XOO3588	RSGMI1000_03079
XOO3589	RSGMI1000_03081
XOO4011	RSGMI1000_02963
XOO3165	RSGMI1000_00105
XOO3165	RSGMI1000_05122
XOO3165	RSGMI1000_03924
XOO3165	RSGMI1000_00659
XOO3165	RSGMI1000_00111
XOO3165	RSGMI1000_04611
XOO3165	RSGMI1000_03921
XOO3165	RSGMI1000_03694
XOO3165	RSGMI1000_02222
XOO3165	RSGMI1000_03454
XOO3167	RSGMI1000_04193
XOO4493	RSGMI1000_00509
XOO4019	RSGMI1000_04049
XOO4000	RSGMI1000_00733
XOO4486	RSGMI1000_00348
XOO4487	RSGMI1000_02394
XOO4487	RSGMI1000_00347
XOO4481	RSGMI1000_02418
XOO4482	RSGMI1000_02418
XOO4483	RSGMI1000_01292
XOO4488	RSGMI1000_04346
XOO4488	RSGMI1000_01289
XOO4007	RSGMI1000_02407
XOO2290	RSGMI1000_05077
XOO2290	RSGMI1000_04793
XOO2290	RSGMI1000_02756
XOO2290	RSGMI1000_00848
XOO2290	RSGMI1000_05074
XOO2290	RSGMI1000_04766
XOO2290	RSGMI1000_02456
XOO2290	RSGMI1000_04677
XOO2290	RSGMI1000_03976
XOO2290	RSGMI1000_04025
XOO2290	RSGMI1000_01476
XOO2290	RSGMI1000_01531
XOO3143	RSGMI1000_00392
XOO3144	RSGMI1000_00408
XOO2292	RSGMI1000_01088
XOO4475	RSGMI1000_00116
XOO2291	RSGMI1000_01089
XOO3145	RSGMI1000_01266
XOO4476	RSGMI1000_00118
XOO2297	RSGMI1000_02246
XOO2296	RSGMI1000_02581
XOO2295	RSGMI1000_02583
XOO2299	RSGMI1000_02579
XOO4478	RSGMI1000_00119
XOO3148	RSGMI1000_03481
XOO3148	RSGMI1000_03187
XOO3148	RSGMI1000_04050
XOO3148	RSGMI1000_03209
XOO3148	RSGMI1000_03628
XOO3148	RSGMI1000_00862
XOO3149	RSGMI1000_03481
XOO3149	RSGMI1000_03187
XOO3149	RSGMI1000_04050
XOO3149	RSGMI1000_03209
XOO3149	RSGMI1000_03628
XOO3149	RSGMI1000_00862
