ID	Name	Formula_with_ids	Formula_with_Names	EC	Type	Pathways	GPR	Complete_GPR	networks	percentageNetworks
R_CITRabcpp	L_citrulline_transport_via_ABC_system__periplasm_	M_atp_c + M_citr_L_p + M_h2o_c --> M_adp_c + M_citr__L_c + M_h_c + M_pi_c	ATP + L_Citrulline + H2O --> ADP + L_Citrulline + proton_H_ + Phosphate	null	transport	Transport_carbon_substrate	( RSBA7_00489 AND RSBA7_02073 AND RSBA7_02074 ) OR ( RSBA7_00489 AND RSBA7_02073 AND RSBA7_02075 ) OR ( RSBA7_00489 AND RSBA7_02073 AND RSBA7_03837 ) OR ( RSBA7_00489 AND RSBA7_03107 AND RSBA7_03108 ) OR ( RSBA7_02073 AND RSBA7_02074 AND RSBA7_02076 ) OR ( RSBA7_02073 AND RSBA7_02074 AND RSBA7_03106 ) OR ( RSBA7_02073 AND RSBA7_02074 AND RSBA7_03836 ) OR ( RSBA7_02073 AND RSBA7_02075 AND RSBA7_02076 ) OR ( RSBA7_02073 AND RSBA7_02075 AND RSBA7_03106 ) OR ( RSBA7_02073 AND RSBA7_02075 AND RSBA7_03836 ) OR ( RSBA7_02073 AND RSBA7_02076 AND RSBA7_03837 ) OR ( RSBA7_02073 AND RSBA7_03106 AND RSBA7_03837 ) OR ( RSBA7_02073 AND RSBA7_03836 AND RSBA7_03837 ) OR ( RSBA7_02076 AND RSBA7_03107 AND RSBA7_03108 ) OR ( RSBA7_03106 AND RSBA7_03107 AND RSBA7_03108 ) OR ( RSBA7_03107 AND RSBA7_03108 AND RSBA7_03836 ) OR ( RSBA7_04605 AND RSBA7_04606 AND RSBA7_04607 ) OR ( RSBDBR229_00220 AND RSBDBR229_00221 AND RSBDBR229_00222 ) OR ( RSBDBR229_00220 AND RSBDBR229_00222 AND RSBDBR229_02280 ) OR ( RSBDBR229_00220 AND RSBDBR229_01278 AND RSBDBR229_01280 ) OR ( RSBDBR229_00220 AND RSBDBR229_01279 AND RSBDBR229_01280 ) OR ( RSBDBR229_00221 AND RSBDBR229_00222 AND RSBDBR229_01277 ) OR ( RSBDBR229_00221 AND RSBDBR229_00222 AND RSBDBR229_02281 ) OR ( RSBDBR229_00221 AND RSBDBR229_00222 AND RSBDBR229_03034 ) OR ( RSBDBR229_00222 AND RSBDBR229_01277 AND RSBDBR229_02280 ) OR ( RSBDBR229_00222 AND RSBDBR229_02280 AND RSBDBR229_02281 ) OR ( RSBDBR229_00222 AND RSBDBR229_02280 AND RSBDBR229_03034 ) OR ( RSBDBR229_01277 AND RSBDBR229_01278 AND RSBDBR229_01280 ) OR ( RSBDBR229_01277 AND RSBDBR229_01279 AND RSBDBR229_01280 ) OR ( RSBDBR229_01278 AND RSBDBR229_01280 AND RSBDBR229_02281 ) OR ( RSBDBR229_01278 AND RSBDBR229_01280 AND RSBDBR229_03034 ) OR ( RSBDBR229_01279 AND RSBDBR229_01280 AND RSBDBR229_02281 ) OR ( RSBDBR229_01279 AND RSBDBR229_01280 AND RSBDBR229_03034 ) OR ( RSBDBR229_02488 AND RSBDBR229_02489 AND RSBDBR229_02490 ) OR ( RSCFB2957_00444 AND RSCFB2957_02153 AND RSCFB2957_02154 ) OR ( RSCFB2957_00444 AND RSCFB2957_02153 AND RSCFB2957_02155 ) OR ( RSCFB2957_00444 AND RSCFB2957_02153 AND RSCFB2957_04193 ) OR ( RSCFB2957_00444 AND RSCFB2957_03186 AND RSCFB2957_03187 ) OR ( RSCFB2957_02153 AND RSCFB2957_02154 AND RSCFB2957_02156 ) OR ( RSCFB2957_02153 AND RSCFB2957_02154 AND RSCFB2957_03185 ) OR ( RSCFB2957_02153 AND RSCFB2957_02154 AND RSCFB2957_04194 ) OR ( RSCFB2957_02153 AND RSCFB2957_02155 AND RSCFB2957_02156 ) OR ( RSCFB2957_02153 AND RSCFB2957_02155 AND RSCFB2957_03185 ) OR ( RSCFB2957_02153 AND RSCFB2957_02155 AND RSCFB2957_04194 ) OR ( RSCFB2957_02153 AND RSCFB2957_02156 AND RSCFB2957_04193 ) OR ( RSCFB2957_02153 AND RSCFB2957_03185 AND RSCFB2957_04193 ) OR ( RSCFB2957_02153 AND RSCFB2957_04193 AND RSCFB2957_04194 ) OR ( RSCFB2957_02156 AND RSCFB2957_03186 AND RSCFB2957_03187 ) OR ( RSCFB2957_03185 AND RSCFB2957_03186 AND RSCFB2957_03187 ) OR ( RSCFB2957_03186 AND RSCFB2957_03187 AND RSCFB2957_04194 ) OR ( RSCFB2957_03667 AND RSCFB2957_03668 AND RSCFB2957_03669 ) OR ( RSGMI1000_00493 AND RSGMI1000_02304 AND RSGMI1000_02305 ) OR ( RSGMI1000_00493 AND RSGMI1000_02304 AND RSGMI1000_02306 ) OR ( RSGMI1000_00493 AND RSGMI1000_02304 AND RSGMI1000_04390 ) OR ( RSGMI1000_00493 AND RSGMI1000_03471 AND RSGMI1000_03472 ) OR ( RSGMI1000_02151 AND RSGMI1000_02304 AND RSGMI1000_02305 ) OR ( RSGMI1000_02151 AND RSGMI1000_02304 AND RSGMI1000_02306 ) OR ( RSGMI1000_02151 AND RSGMI1000_02304 AND RSGMI1000_04390 ) OR ( RSGMI1000_02151 AND RSGMI1000_03471 AND RSGMI1000_03472 ) OR ( RSGMI1000_02304 AND RSGMI1000_02305 AND RSGMI1000_02307 ) OR ( RSGMI1000_02304 AND RSGMI1000_02305 AND RSGMI1000_03470 ) OR ( RSGMI1000_02304 AND RSGMI1000_02305 AND RSGMI1000_04389 ) OR ( RSGMI1000_02304 AND RSGMI1000_02306 AND RSGMI1000_02307 ) OR ( RSGMI1000_02304 AND RSGMI1000_02306 AND RSGMI1000_03470 ) OR ( RSGMI1000_02304 AND RSGMI1000_02306 AND RSGMI1000_04389 ) OR ( RSGMI1000_02304 AND RSGMI1000_02307 AND RSGMI1000_04390 ) OR ( RSGMI1000_02304 AND RSGMI1000_03470 AND RSGMI1000_04390 ) OR ( RSGMI1000_02304 AND RSGMI1000_04389 AND RSGMI1000_04390 ) OR ( RSGMI1000_02307 AND RSGMI1000_03471 AND RSGMI1000_03472 ) OR ( RSGMI1000_03470 AND RSGMI1000_03471 AND RSGMI1000_03472 ) OR ( RSGMI1000_03471 AND RSGMI1000_03472 AND RSGMI1000_04389 ) OR ( RSGMI1000_03952 AND RSGMI1000_03953 AND RSGMI1000_03954 ) OR ( RSK60_01213 AND RSK60_01764 AND RSK60_01765 ) OR ( RSK60_01213 AND RSK60_02940 AND RSK60_02942 ) OR ( RSK60_01213 AND RSK60_02941 AND RSK60_02942 ) OR ( RSK60_01764 AND RSK60_01765 AND RSK60_01766 ) OR ( RSK60_01764 AND RSK60_01765 AND RSK60_02939 ) OR ( RSK60_01766 AND RSK60_02940 AND RSK60_02942 ) OR ( RSK60_01766 AND RSK60_02941 AND RSK60_02942 ) OR ( RSK60_02939 AND RSK60_02940 AND RSK60_02942 ) OR ( RSK60_02939 AND RSK60_02941 AND RSK60_02942 ) OR ( RSK60_03992 AND RSK60_03993 AND no_ortholog ) OR ( RSMOLK2_00458 AND RSMOLK2_02496 AND RSMOLK2_02497 ) OR ( RSMOLK2_00458 AND RSMOLK2_03015 AND RSMOLK2_03017 ) OR ( RSMOLK2_00458 AND RSMOLK2_03016 AND RSMOLK2_03017 ) OR ( RSMOLK2_00979 AND RSMOLK2_00980 AND RSMOLK2_00981 ) OR ( RSMOLK2_02496 AND RSMOLK2_02497 AND RSMOLK2_02498 ) OR ( RSMOLK2_02496 AND RSMOLK2_02497 AND RSMOLK2_03014 ) OR ( RSMOLK2_02498 AND RSMOLK2_03015 AND RSMOLK2_03017 ) OR ( RSMOLK2_02498 AND RSMOLK2_03016 AND RSMOLK2_03017 ) OR ( RSMOLK2_03014 AND RSMOLK2_03015 AND RSMOLK2_03017 ) OR ( RSMOLK2_03014 AND RSMOLK2_03016 AND RSMOLK2_03017 ) OR ( RSPSI07_00027 AND RSPSI07_00028 AND RSPSI07_00029 ) OR ( RSPSI07_00027 AND RSPSI07_00028 AND RSPSI07_01103 ) OR ( RSPSI07_00027 AND RSPSI07_00028 AND RSPSI07_01257 ) OR ( RSPSI07_00027 AND RSPSI07_00028 AND RSPSI07_02785 ) OR ( RSPSI07_00027 AND RSPSI07_00028 AND RSPSI07_03844 ) OR ( RSPSI07_00027 AND RSPSI07_00029 AND RSPSI07_01258 ) OR ( RSPSI07_00027 AND RSPSI07_01103 AND RSPSI07_01258 ) OR ( RSPSI07_00027 AND RSPSI07_01257 AND RSPSI07_01258 ) OR ( RSPSI07_00027 AND RSPSI07_01258 AND RSPSI07_02785 ) OR ( RSPSI07_00027 AND RSPSI07_01258 AND RSPSI07_03844 ) OR ( RSPSI07_00029 AND RSPSI07_01104 AND RSPSI07_01106 ) OR ( RSPSI07_00029 AND RSPSI07_01105 AND RSPSI07_01106 ) OR ( RSPSI07_00029 AND RSPSI07_01106 AND RSPSI07_03843 ) OR ( RSPSI07_01103 AND RSPSI07_01104 AND RSPSI07_01106 ) OR ( RSPSI07_01103 AND RSPSI07_01105 AND RSPSI07_01106 ) OR ( RSPSI07_01103 AND RSPSI07_01106 AND RSPSI07_03843 ) OR ( RSPSI07_01104 AND RSPSI07_01106 AND RSPSI07_01257 ) OR ( RSPSI07_01104 AND RSPSI07_01106 AND RSPSI07_02785 ) OR ( RSPSI07_01104 AND RSPSI07_01106 AND RSPSI07_03844 ) OR ( RSPSI07_01105 AND RSPSI07_01106 AND RSPSI07_01257 ) OR ( RSPSI07_01105 AND RSPSI07_01106 AND RSPSI07_02785 ) OR ( RSPSI07_01105 AND RSPSI07_01106 AND RSPSI07_03844 ) OR ( RSPSI07_01106 AND RSPSI07_01257 AND RSPSI07_03843 ) OR ( RSPSI07_01106 AND RSPSI07_02785 AND RSPSI07_03843 ) OR ( RSPSI07_01106 AND RSPSI07_03843 AND RSPSI07_03844 ) OR ( RSPSI07_03634 AND RSPSI07_03635 AND RSPSI07_03636 ) OR ( RSPSS4_00495 AND RSPSS4_02406 AND RSPSS4_02407 ) OR ( RSPSS4_00495 AND RSPSS4_02406 AND RSPSS4_02408 ) OR ( RSPSS4_00495 AND RSPSS4_02406 AND RSPSS4_04113 ) OR ( RSPSS4_00495 AND RSPSS4_03565 AND RSPSS4_03566 ) OR ( RSPSS4_02253 AND RSPSS4_02406 AND RSPSS4_02407 ) OR ( RSPSS4_02253 AND RSPSS4_02406 AND RSPSS4_02408 ) OR ( RSPSS4_02253 AND RSPSS4_02406 AND RSPSS4_04113 ) OR ( RSPSS4_02253 AND RSPSS4_03565 AND RSPSS4_03566 ) OR ( RSPSS4_02406 AND RSPSS4_02407 AND RSPSS4_02409 ) OR ( RSPSS4_02406 AND RSPSS4_02407 AND RSPSS4_03564 ) OR ( RSPSS4_02406 AND RSPSS4_02407 AND RSPSS4_04114 ) OR ( RSPSS4_02406 AND RSPSS4_02408 AND RSPSS4_02409 ) OR ( RSPSS4_02406 AND RSPSS4_02408 AND RSPSS4_03564 ) OR ( RSPSS4_02406 AND RSPSS4_02408 AND RSPSS4_04114 ) OR ( RSPSS4_02406 AND RSPSS4_02409 AND RSPSS4_04113 ) OR ( RSPSS4_02406 AND RSPSS4_03564 AND RSPSS4_04113 ) OR ( RSPSS4_02406 AND RSPSS4_04113 AND RSPSS4_04114 ) OR ( RSPSS4_02409 AND RSPSS4_03565 AND RSPSS4_03566 ) OR ( RSPSS4_03564 AND RSPSS4_03565 AND RSPSS4_03566 ) OR ( RSPSS4_03565 AND RSPSS4_03566 AND RSPSS4_04114 ) OR ( RSPSS4_04554 AND RSPSS4_04555 AND RSPSS4_04556 ) OR ( RSR24_00475 AND RSR24_02206 AND RSR24_03483 ) OR ( RSR24_00475 AND RSR24_03482 AND RSR24_03483 ) OR ( RSR24_00475 AND RSR24_04051 AND no_ortholog5 ) OR ( RSR24_00475 AND no_ortholog3 AND no_ortholog5 ) OR ( RSR24_00541 AND RSR24_02206 AND RSR24_03483 ) OR ( RSR24_00541 AND RSR24_03482 AND RSR24_03483 ) OR ( RSR24_00541 AND RSR24_04051 AND no_ortholog5 ) OR ( RSR24_00541 AND no_ortholog3 AND no_ortholog5 ) OR ( RSR24_01955 AND RSR24_02206 AND RSR24_03483 ) OR ( RSR24_01955 AND RSR24_03482 AND RSR24_03483 ) OR ( RSR24_01955 AND RSR24_04051 AND no_ortholog5 ) OR ( RSR24_01955 AND no_ortholog3 AND no_ortholog5 ) OR ( RSR24_02206 AND RSR24_02207 AND RSR24_03483 ) OR ( RSR24_02206 AND RSR24_02342 AND RSR24_03483 ) OR ( RSR24_02206 AND RSR24_03481 AND RSR24_03483 ) OR ( RSR24_02206 AND RSR24_03483 AND RSR24_03890 ) OR ( RSR24_02206 AND RSR24_03483 AND RSR24_04052 ) OR ( RSR24_02207 AND RSR24_03482 AND RSR24_03483 ) OR ( RSR24_02207 AND RSR24_04051 AND no_ortholog5 ) OR ( RSR24_02207 AND no_ortholog3 AND no_ortholog5 ) OR ( RSR24_02342 AND RSR24_03482 AND RSR24_03483 ) OR ( RSR24_02342 AND RSR24_04051 AND no_ortholog5 ) OR ( RSR24_02342 AND no_ortholog3 AND no_ortholog5 ) OR ( RSR24_03481 AND RSR24_03482 AND RSR24_03483 ) OR ( RSR24_03481 AND RSR24_04051 AND no_ortholog5 ) OR ( RSR24_03481 AND no_ortholog3 AND no_ortholog5 ) OR ( RSR24_03482 AND RSR24_03483 AND RSR24_03890 ) OR ( RSR24_03482 AND RSR24_03483 AND RSR24_04052 ) OR ( RSR24_03890 AND RSR24_04051 AND no_ortholog5 ) OR ( RSR24_03890 AND no_ortholog3 AND no_ortholog5 ) OR ( RSR24_04051 AND RSR24_04052 AND no_ortholog5 ) OR ( RSR24_04052 AND no_ortholog3 AND no_ortholog5 ) OR ( RSRUN2340_00524 AND RSRUN2340_00938 AND RSRUN2340_00940 ) OR ( RSRUN2340_00524 AND RSRUN2340_00939 AND RSRUN2340_00940 ) OR ( RSRUN2340_00524 AND RSRUN2340_00940 AND RSRUN2340_04452 ) OR ( RSRUN2340_00524 AND RSRUN2340_03526 AND RSRUN2340_03527 ) OR ( RSRUN2340_00937 AND RSRUN2340_00938 AND RSRUN2340_00940 ) OR ( RSRUN2340_00937 AND RSRUN2340_00939 AND RSRUN2340_00940 ) OR ( RSRUN2340_00937 AND RSRUN2340_00940 AND RSRUN2340_04452 ) OR ( RSRUN2340_00937 AND RSRUN2340_03526 AND RSRUN2340_03527 ) OR ( RSRUN2340_00938 AND RSRUN2340_00940 AND RSRUN2340_01106 ) OR ( RSRUN2340_00938 AND RSRUN2340_00940 AND RSRUN2340_03525 ) OR ( RSRUN2340_00938 AND RSRUN2340_00940 AND RSRUN2340_04451 ) OR ( RSRUN2340_00939 AND RSRUN2340_00940 AND RSRUN2340_01106 ) OR ( RSRUN2340_00939 AND RSRUN2340_00940 AND RSRUN2340_03525 ) OR ( RSRUN2340_00939 AND RSRUN2340_00940 AND RSRUN2340_04451 ) OR ( RSRUN2340_00940 AND RSRUN2340_01106 AND RSRUN2340_04452 ) OR ( RSRUN2340_00940 AND RSRUN2340_03525 AND RSRUN2340_04452 ) OR ( RSRUN2340_00940 AND RSRUN2340_04451 AND RSRUN2340_04452 ) OR ( RSRUN2340_01106 AND RSRUN2340_03526 AND RSRUN2340_03527 ) OR ( RSRUN2340_03525 AND RSRUN2340_03526 AND RSRUN2340_03527 ) OR ( RSRUN2340_03526 AND RSRUN2340_03527 AND RSRUN2340_04451 ) OR ( RSRUN2340_03984 AND RSRUN2340_03985 AND RSRUN2340_03986 ) OR ( RSUW551_00516 AND RSUW551_02099 AND RSUW551_02100 ) OR ( RSUW551_00516 AND RSUW551_02099 AND RSUW551_02101 ) OR ( RSUW551_00516 AND RSUW551_02099 AND RSUW551_04314 ) OR ( RSUW551_00516 AND RSUW551_03210 AND RSUW551_03211 ) OR ( RSUW551_02099 AND RSUW551_02100 AND RSUW551_02102 ) OR ( RSUW551_02099 AND RSUW551_02100 AND RSUW551_03209 ) OR ( RSUW551_02099 AND RSUW551_02100 AND RSUW551_04315 ) OR ( RSUW551_02099 AND RSUW551_02101 AND RSUW551_02102 ) OR ( RSUW551_02099 AND RSUW551_02101 AND RSUW551_03209 ) OR ( RSUW551_02099 AND RSUW551_02101 AND RSUW551_04315 ) OR ( RSUW551_02099 AND RSUW551_02102 AND RSUW551_04314 ) OR ( RSUW551_02099 AND RSUW551_03209 AND RSUW551_04314 ) OR ( RSUW551_02099 AND RSUW551_04314 AND RSUW551_04315 ) OR ( RSUW551_02102 AND RSUW551_03210 AND RSUW551_03211 ) OR ( RSUW551_03209 AND RSUW551_03210 AND RSUW551_03211 ) OR ( RSUW551_03210 AND RSUW551_03211 AND RSUW551_04315 ) OR ( RSUW551_03932 AND RSUW551_03933 AND RSUW551_03934 )	incomplete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_CITt_kt	Citrate proton symport periplasm 	M_cit_p + M_h_p --> M_cit_c + M_h_c	Citrate + proton_H_ --> Citrate + proton_H_	null	transport		( RSBA7_02824 ) OR ( RSBA7_02825 ) OR ( RSBDBR229_02965 ) OR ( RSBDBR229_02966 ) OR ( RSCFB2957_02871 ) OR ( RSCFB2957_02872 ) OR ( RSGMI1000_03123 ) OR ( RSGMI1000_03124 ) OR ( RSK60_02176 ) OR ( RSK60_02177 ) OR ( RSMOLK2_02399 ) OR ( RSMOLK2_02400 ) OR ( RSPSI07_00398 ) OR ( RSPSI07_00399 ) OR ( RSPSS4_03225 ) OR ( RSPSS4_03226 ) OR ( RSR24_03128 ) OR ( RSR24_03129 ) OR ( RSRUN2340_03156 ) OR ( RSRUN2340_03157 ) OR ( RSUW551_02890 ) OR ( RSUW551_02891 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_CITtex	Citrate transport via diffusion (extracellular to periplasm)	M_cit_e <==> M_cit_p	Citrate <==> Citrate	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_CITtpp	citrate_transport_in_via_proton_symport	M_cit_p + 2.0 M_h_p --> M_cit_c + 2.0 M_h_c	Citrate + 2.0 proton_H_ --> Citrate + 2.0 proton_H_	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_CITtupp	Citrate transport periplasm 	M_cit_p --> M_cit_c	Citrate --> Citrate	null	transport	Transport Inner Membrane	( RSBA7_00841 AND no_ortholog AND no_ortholog2 ) OR ( RSBDBR229_03894 AND no_ortholog AND no_ortholog2 ) OR ( RSCFB2957_00786 AND no_ortholog AND no_ortholog2 ) OR ( RSGMI1000_00817 AND no_ortholog AND no_ortholog2 ) OR ( RSK60_00898 AND no_ortholog AND no_ortholog2 ) OR ( RSMOLK2_00775 AND no_ortholog AND no_ortholog2 ) OR ( RSPSI07_02461 AND no_ortholog AND no_ortholog2 ) OR ( RSPSS4_00818 AND no_ortholog AND no_ortholog2 ) OR ( RSR24_00855 AND no_ortholog AND no_ortholog2 ) OR ( RSR24_03887 AND no_ortholog AND no_ortholog2 ) OR ( RSRUN2340_00826 AND no_ortholog AND no_ortholog2 ) OR ( RSUW551_02289 AND no_ortholog AND no_ortholog2 )	incomplete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_CLPNS120pp	Cardiolipin synthase (periplasmic, n-C12:0)	2.0 M_pg120_p <==> M_clpn120_p + M_glyc_p	2.0 Phosphatidylglycerol__didodecanoyl__n_C12_0_ <==> cardiolipin__tetradodecanoyl__n_C12_0_ + Glycerol	null	normal	Glycerophospholipid_metabolism	( RSBA7_00475 ) OR ( RSBA7_04558 ) OR ( RSBDBR229_02412 ) OR ( RSBDBR229_03048 ) OR ( RSCFB2957_00430 ) OR ( RSCFB2957_04486 ) OR ( RSGMI1000_00479 ) OR ( RSGMI1000_04671 ) OR ( RSK60_01227 ) OR ( RSK60_04703 ) OR ( RSMOLK2_00444 ) OR ( RSMOLK2_01628 ) OR ( RSPSI07_02799 ) OR ( RSPSI07_04388 ) OR ( RSPSS4_00481 ) OR ( RSPSS4_03838 ) OR ( RSR24_00527 ) OR ( RSR24_04488 ) OR ( RSRUN2340_00510 ) OR ( RSRUN2340_04774 ) OR ( RSUW551_00502 ) OR ( RSUW551_04601 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_CLPNS140pp	Cardiolipin synthase (periplasmic, n-C14:0)	2.0 M_pg140_p <==> M_clpn140_p + M_glyc_p	2.0 Phosphatidylglycerol__ditetradecanoyl__n_C14_0_ <==> cardiolipin__tetratetradecanoyl__n_C14_0_ + Glycerol	null	normal	Glycerophospholipid_metabolism	( RSBA7_00475 ) OR ( RSBA7_04558 ) OR ( RSBDBR229_02412 ) OR ( RSBDBR229_03048 ) OR ( RSCFB2957_00430 ) OR ( RSCFB2957_04486 ) OR ( RSGMI1000_00479 ) OR ( RSGMI1000_04671 ) OR ( RSK60_01227 ) OR ( RSK60_04703 ) OR ( RSMOLK2_00444 ) OR ( RSMOLK2_01628 ) OR ( RSPSI07_02799 ) OR ( RSPSI07_04388 ) OR ( RSPSS4_00481 ) OR ( RSPSS4_03838 ) OR ( RSR24_00527 ) OR ( RSR24_04488 ) OR ( RSRUN2340_00510 ) OR ( RSRUN2340_04774 ) OR ( RSUW551_00502 ) OR ( RSUW551_04601 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_CLPNS141pp	Cardiolipin synthase (periplasmic, n-C14:1)	2.0 M_pg141_p <==> M_clpn141_p + M_glyc_p	2.0 Phosphatidylglycerol__ditetradec_7_enoyl__n_C14_1_ <==> cardiolipin__tetratetradec_7_enoyl__n_C14_1_ + Glycerol	null	normal	Glycerophospholipid_metabolism	( RSBA7_00475 ) OR ( RSBA7_04558 ) OR ( RSBDBR229_02412 ) OR ( RSBDBR229_03048 ) OR ( RSCFB2957_00430 ) OR ( RSCFB2957_04486 ) OR ( RSGMI1000_00479 ) OR ( RSGMI1000_04671 ) OR ( RSK60_01227 ) OR ( RSK60_04703 ) OR ( RSMOLK2_00444 ) OR ( RSMOLK2_01628 ) OR ( RSPSI07_02799 ) OR ( RSPSI07_04388 ) OR ( RSPSS4_00481 ) OR ( RSPSS4_03838 ) OR ( RSR24_00527 ) OR ( RSR24_04488 ) OR ( RSRUN2340_00510 ) OR ( RSRUN2340_04774 ) OR ( RSUW551_00502 ) OR ( RSUW551_04601 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_CLPNS160pp	Cardiolipin synthase (periplasmic, n-C16:0)	2.0 M_pg160_p <==> M_clpn160_p + M_glyc_p	2.0 Phosphatidylglycerol__dihexadecanoyl__n_C16_0_ <==> cardiolipin__tetrahexadecanoyl__n_C16_0_ + Glycerol	null	normal	Glycerophospholipid_metabolism	( RSBA7_00475 ) OR ( RSBA7_04558 ) OR ( RSBDBR229_02412 ) OR ( RSBDBR229_03048 ) OR ( RSCFB2957_00430 ) OR ( RSCFB2957_04486 ) OR ( RSGMI1000_00479 ) OR ( RSGMI1000_04671 ) OR ( RSK60_01227 ) OR ( RSK60_04703 ) OR ( RSMOLK2_00444 ) OR ( RSMOLK2_01628 ) OR ( RSPSI07_02799 ) OR ( RSPSI07_04388 ) OR ( RSPSS4_00481 ) OR ( RSPSS4_03838 ) OR ( RSR24_00527 ) OR ( RSR24_04488 ) OR ( RSRUN2340_00510 ) OR ( RSRUN2340_04774 ) OR ( RSUW551_00502 ) OR ( RSUW551_04601 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_CLPNS161pp	Cardiolipin synthase (periplasmic, n-C16:1)	2.0 M_pg161_p <==> M_clpn161_p + M_glyc_p	2.0 Phosphatidylglycerol__dihexadec_9_enoyl__n_C16_1_ <==> cardiolipin__tetrahexadec_9_enoyl__n_C16_1_ + Glycerol	null	normal	Glycerophospholipid_metabolism	( RSBA7_00475 ) OR ( RSBA7_04558 ) OR ( RSBDBR229_02412 ) OR ( RSBDBR229_03048 ) OR ( RSCFB2957_00430 ) OR ( RSCFB2957_04486 ) OR ( RSGMI1000_00479 ) OR ( RSGMI1000_04671 ) OR ( RSK60_01227 ) OR ( RSK60_04703 ) OR ( RSMOLK2_00444 ) OR ( RSMOLK2_01628 ) OR ( RSPSI07_02799 ) OR ( RSPSI07_04388 ) OR ( RSPSS4_00481 ) OR ( RSPSS4_03838 ) OR ( RSR24_00527 ) OR ( RSR24_04488 ) OR ( RSRUN2340_00510 ) OR ( RSRUN2340_04774 ) OR ( RSUW551_00502 ) OR ( RSUW551_04601 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_CLPNS180pp	Cardiolipin synthase (periplasmic, n-C18:0)	2.0 M_pg180_p <==> M_clpn180_p + M_glyc_p	2.0 Phosphatidylglycerol__dioctadecanoyl__n_C18_0_ <==> cardiolipin__tetraoctadecanoyl__n_C18_0_ + Glycerol	null	normal	Glycerophospholipid_metabolism	( RSBA7_00475 ) OR ( RSBA7_04558 ) OR ( RSBDBR229_02412 ) OR ( RSBDBR229_03048 ) OR ( RSCFB2957_00430 ) OR ( RSCFB2957_04486 ) OR ( RSGMI1000_00479 ) OR ( RSGMI1000_04671 ) OR ( RSK60_01227 ) OR ( RSK60_04703 ) OR ( RSMOLK2_00444 ) OR ( RSMOLK2_01628 ) OR ( RSPSI07_02799 ) OR ( RSPSI07_04388 ) OR ( RSPSS4_00481 ) OR ( RSPSS4_03838 ) OR ( RSR24_00527 ) OR ( RSR24_04488 ) OR ( RSRUN2340_00510 ) OR ( RSRUN2340_04774 ) OR ( RSUW551_00502 ) OR ( RSUW551_04601 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
